,Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
4280,4844,58,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-07-15,Overnight,"Impulse Item,Impulse Item",87.19
4281,4845,56,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,2023-10-06,Express,"Accessory,Accessory",28.4
4282,4846,80,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-07-15,Standard,"Accessory,Impulse Item,Extended Warranty",74.12
4283,4850,34,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-09-28,Overnight,,0.0
4284,4851,54,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-11-30,Standard,"Extended Warranty,Impulse Item,Extended Warranty",36.46
4285,4851,54,Male,No,Smartphone,SKU1001,5,Abandoned cart,Cash,83.0,20.75,4,2024-02-15,Standard,,0.0
4286,4852,44,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2023-10-13,Express,,0.0
4287,4854,24,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-10-03,Overnight,"Accessory,Impulse Item,Accessory",63.4
4288,4854,24,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2023-10-25,Express,"Impulse Item,Impulse Item,Extended Warranty",54.95
4289,4854,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2024-03-11,Overnight,,0.0
4290,4856,43,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-10-15,Express,"Impulse Item,Impulse Item",61.81
4291,4857,71,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2470.3,247.03,10,2023-09-27,Express,"Impulse Item,Accessory",63.42
4292,4857,71,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-01-03,Overnight,"Accessory,Impulse Item",60.86
4293,4857,71,Male,No,Smartphone,SKU1004,2,Abandoned cart,Debit Card,5538.33,791.19,7,2024-08-06,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",99.75
4294,4858,39,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2023-12-23,Standard,"Impulse Item,Accessory,Impulse Item",93.92
4295,4858,39,Female,No,Smartphone,SKU1001,5,Abandoned cart,Cash,20.75,20.75,1,2024-06-10,Overnight,,0.0
4296,4859,49,Female,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2023-10-30,Overnight,Impulse Item,39.69
4297,4859,49,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-02-05,Standard,,0.0
4298,4862,62,Female,No,Smartwatch,SKU1003,3,Abandoned cart,Cash,844.83,844.83,1,2024-02-17,Overnight,Extended Warranty,32.18
4299,4863,73,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-06-11,Express,Impulse Item,14.11
4300,4864,78,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-01-15,Overnight,"Impulse Item,Accessory",63.61
4301,4864,78,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-02-17,Express,"Impulse Item,Extended Warranty,Impulse Item",105.38
4302,4864,78,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-27,Express,,0.0
4303,4865,18,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2023-11-19,Standard,"Accessory,Extended Warranty",56.97
4304,4865,18,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-05-25,Express,"Extended Warranty,Impulse Item,Extended Warranty",94.51
4305,4866,56,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-11,Overnight,"Impulse Item,Accessory,Accessory",31.69
4306,4866,56,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2024-02-03,Express,,0.0
4307,4867,19,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-11-28,Standard,Extended Warranty,6.11
4308,4867,19,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-01-28,Express,"Impulse Item,Extended Warranty,Impulse Item",95.76
4309,4867,19,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-20,Standard,"Accessory,Extended Warranty",53.57
4310,4867,19,Male,No,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,2024-09-02,Overnight,Accessory,19.41
4311,4868,80,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-01-14,Standard,"Extended Warranty,Extended Warranty,Accessory",108.79
4312,4869,30,Male,No,Smartwatch,SKU1003,3,Abandoned cart,Paypal,5913.81,844.83,7,2023-11-29,Standard,,0.0
4313,4870,57,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2024-02-06,Overnight,,0.0
4314,4871,56,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-02-14,Standard,"Extended Warranty,Impulse Item",73.85
4315,4872,80,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2024-02-26,Express,,0.0
4316,4873,75,Male,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-03-06,Standard,"Extended Warranty,Accessory,Impulse Item",89.94
4317,4874,58,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2023-10-17,Overnight,,0.0
4318,4876,75,Female,No,Laptop,SKU1005,3,Abandoned cart,Paypal,3247.72,463.96,7,2024-03-10,Express,"Impulse Item,Extended Warranty,Extended Warranty",112.1
4319,4876,75,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-06-13,Express,"Impulse Item,Accessory",44.54
4320,4876,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-07-24,Standard,"Impulse Item,Accessory,Accessory",96.22
4321,4877,35,Female,Yes,Smartphone,SKU1001,5,Abandoned cart,Cash,62.25,20.75,3,2023-12-14,Overnight,"Extended Warranty,Extended Warranty,Accessory",66.48
4322,4878,64,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2023-12-23,Standard,Accessory,9.18
4323,4878,64,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-01-16,Express,"Accessory,Impulse Item,Impulse Item",61.75
4324,4879,27,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-08-13,Express,"Accessory,Accessory",48.32
4325,4881,35,Female,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-07-27,Overnight,Impulse Item,19.33
4326,4881,35,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-09-12,Express,,0.0
4327,4883,75,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2023-11-03,Express,Accessory,42.83
4328,4883,75,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-01-03,Express,"Impulse Item,Extended Warranty,Accessory",53.2
4329,4883,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-07-16,Express,,0.0
4330,4884,41,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-03-14,Standard,,0.0
4331,4885,48,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-11-24,Overnight,Extended Warranty,47.42
4332,4885,48,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-01-14,Overnight,"Impulse Item,Impulse Item",49.56
4333,4885,48,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-03-20,Standard,"Accessory,Extended Warranty",25.82
4334,4886,35,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,2024-05-09,Overnight,"Accessory,Accessory,Impulse Item",64.76
4335,4888,48,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2023-11-24,Overnight,"Impulse Item,Impulse Item,Impulse Item",87.12
4336,4889,27,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2023-11-22,Express,"Accessory,Accessory",32.86
4337,4889,27,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-08-09,Standard,Impulse Item,42.2
4338,4890,76,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2023-12-08,Overnight,"Impulse Item,Accessory,Accessory",104.26
4339,4890,76,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-02-12,Standard,Impulse Item,29.81
4340,4891,54,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-08-28,Express,,0.0
4341,4892,65,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-03-09,Express,"Extended Warranty,Accessory,Impulse Item",78.69
4342,4892,65,Female,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2024-07-27,Express,"Accessory,Extended Warranty",28.59
4343,4892,65,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-09-09,Express,,0.0
4344,4893,35,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-01-28,Express,Accessory,30.68
4345,4895,63,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-10-24,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",71.48
4346,4897,20,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-02-17,Standard,"Extended Warranty,Impulse Item,Accessory",115.5
4347,4899,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-11-16,Standard,Accessory,30.43
4348,4899,37,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-01-13,Express,Impulse Item,31.62
4349,4899,37,Male,No,Smartphone,SKU1004,2,Abandoned cart,Debit Card,3164.76,791.19,4,2024-05-28,Overnight,"Extended Warranty,Extended Warranty",46.36
4350,4902,47,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-03-28,Overnight,"Extended Warranty,Accessory,Accessory",27.0
4351,4902,47,Male,No,Smartphone,SKU1004,2,Abandoned cart,Debit Card,1582.38,791.19,2,2024-09-23,Overnight,Impulse Item,40.38
4352,4903,33,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2024-01-12,Express,"Extended Warranty,Extended Warranty,Accessory",96.24
4353,4903,33,Male,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-06-24,Standard,Extended Warranty,45.16
4354,4903,33,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-07-08,Standard,"Accessory,Extended Warranty",58.7
4355,4904,32,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-07-07,Express,Extended Warranty,14.79
4356,4905,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-01-11,Overnight,"Accessory,Accessory,Impulse Item",98.2
4357,4906,45,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-08-25,Standard,"Accessory,Impulse Item",84.12
4358,4908,57,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2023-10-24,Express,Extended Warranty,36.54
4359,4908,57,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-06-13,Standard,"Accessory,Extended Warranty",54.83
4360,4909,46,Male,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2023-10-07,Overnight,Accessory,40.94
4361,4909,46,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-02-12,Express,"Impulse Item,Accessory,Extended Warranty",109.29
4362,4909,46,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-03-22,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",76.81
4363,4910,77,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-11-13,Overnight,Accessory,14.78
4364,4910,77,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-03-01,Standard,Accessory,9.47
4365,4910,77,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-06-28,Standard,"Extended Warranty,Accessory,Accessory",112.73
4366,4910,77,Female,No,Laptop,SKU1005,3,Abandoned cart,Cash,4639.6,463.96,10,2024-09-23,Standard,Impulse Item,5.66
4367,4911,53,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2023-10-06,Standard,,0.0
4368,4911,53,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-02-11,Standard,Accessory,31.26
4369,4911,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-26,Express,,0.0
4370,4912,72,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-03-15,Express,Extended Warranty,18.96
4371,4913,33,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-02-07,Express,"Accessory,Extended Warranty,Accessory",78.36
4372,4914,74,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-09-24,Overnight,"Impulse Item,Impulse Item,Extended Warranty",106.12
4373,4915,39,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2023-10-08,Overnight,"Extended Warranty,Extended Warranty,Impulse Item",85.02
4374,4915,39,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-04-17,Express,Accessory,48.33
4375,4915,39,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-06-27,Standard,Extended Warranty,37.3
4376,4917,43,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-11,Overnight,,0.0
4377,4918,70,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-05-31,Overnight,"Accessory,Accessory",75.38
4378,4919,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-01-08,Standard,Impulse Item,14.41
4379,4919,61,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-06-12,Standard,"Accessory,Impulse Item,Extended Warranty",63.32
4380,4920,22,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2023-11-23,Express,"Impulse Item,Extended Warranty",44.72
4381,4920,22,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-06-23,Standard,Extended Warranty,46.03
4382,4920,22,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-09-05,Standard,"Extended Warranty,Extended Warranty",48.6
4383,4921,28,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-12-14,Overnight,Accessory,9.31
4384,4922,78,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-01-12,Express,,0.0
4385,4922,78,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-05-13,Standard,"Accessory,Impulse Item,Impulse Item",97.18
4386,4922,78,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-06-16,Express,"Impulse Item,Extended Warranty,Impulse Item",71.33
4387,4923,75,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-05-31,Express,,0.0
4388,4924,64,Female,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-03-11,Express,,0.0
4389,4926,32,Male,No,Laptop,SKU1005,3,Abandoned cart,Debit Card,4175.64,463.96,9,2024-04-23,Standard,Extended Warranty,40.04
4390,4928,77,Female,Yes,Smartphone,SKU1004,2,Abandoned cart,Paypal,7120.71,791.19,9,2024-01-22,Express,"Impulse Item,Accessory",34.88
4391,4930,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-03-17,Express,"Extended Warranty,Extended Warranty",31.3
4392,4930,37,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-04-03,Overnight,"Accessory,Impulse Item,Accessory",119.09
4393,4931,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2023-11-19,Standard,"Impulse Item,Extended Warranty",27.74
4394,4932,80,Female,No,Smartphone,SKU1001,5,Abandoned cart,Cash,20.75,20.75,1,2023-10-16,Express,Extended Warranty,21.48
4395,4933,38,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2023-10-16,Overnight,Impulse Item,36.86
4396,4933,38,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-05-21,Standard,Impulse Item,9.79
4397,4933,38,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-07-31,Express,,0.0
4398,4934,70,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-12-14,Overnight,"Extended Warranty,Accessory",91.72
4399,4935,50,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-09-16,Standard,Extended Warranty,17.27
4400,4937,35,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2023-10-27,Overnight,,0.0
4401,4937,35,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-02-03,Express,,0.0
4402,4937,35,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2024-06-19,Overnight,Accessory,31.64
4403,4938,61,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-04-21,Overnight,,0.0
4404,4938,61,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-05-19,Express,,0.0
4405,4939,36,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-10-29,Overnight,"Extended Warranty,Impulse Item",53.6
4406,4939,36,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2023-11-13,Standard,Extended Warranty,31.63
4407,4939,36,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-12-24,Standard,"Accessory,Impulse Item,Extended Warranty",120.51
4408,4941,74,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,2470.3,247.03,10,2024-01-23,Express,"Impulse Item,Extended Warranty",84.24
4409,4941,74,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-07-27,Overnight,Extended Warranty,11.57
4410,4942,61,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-02-15,Standard,"Impulse Item,Extended Warranty,Extended Warranty",106.0
4411,4943,39,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-04,Express,,0.0
4412,4943,39,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-07-16,Express,"Accessory,Extended Warranty,Accessory",93.3
4413,4944,64,Male,No,Smartphone,SKU1004,2,Abandoned cart,Credit Card,6329.52,791.19,8,2024-03-13,Express,,0.0
4414,4946,19,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-04-21,Standard,"Extended Warranty,Impulse Item",79.4
4415,4947,26,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-04-05,Overnight,Impulse Item,7.6
4416,4947,26,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-01,Express,Extended Warranty,31.82
4417,4949,66,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2023-11-27,Express,Extended Warranty,26.28
4418,4950,50,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-11-08,Express,"Impulse Item,Impulse Item,Impulse Item",136.71
4419,4950,50,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-01-21,Overnight,,0.0
4420,4950,50,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-03-25,Standard,Accessory,26.65
4421,4951,26,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-12,Express,"Extended Warranty,Accessory,Extended Warranty",67.23
4422,4952,59,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-06-27,Express,"Extended Warranty,Accessory",95.03
4423,4952,59,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-08-05,Standard,,0.0
4424,4953,45,Female,Yes,Smartphone,SKU1001,5,Abandoned cart,Debit Card,124.5,20.75,6,2024-03-30,Overnight,,0.0
4425,4954,21,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-06-18,Overnight,"Extended Warranty,Extended Warranty",13.02
4426,4955,47,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-01-20,Express,,0.0
4427,4955,47,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2024-08-08,Express,"Accessory,Impulse Item,Extended Warranty",92.87
4428,4956,36,Female,No,Smartphone,SKU1004,2,Abandoned cart,Debit Card,1582.38,791.19,2,2023-11-27,Standard,,0.0
4429,4956,36,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-24,Standard,"Extended Warranty,Extended Warranty,Impulse Item",118.19
4430,4957,36,Male,No,Tablet,SKU1002,3,Abandoned cart,Paypal,988.12,247.03,4,2023-10-12,Express,,0.0
4431,4957,36,Male,No,Smartphone,SKU1001,5,Abandoned cart,Debit Card,83.0,20.75,4,2023-12-22,Express,"Accessory,Impulse Item,Accessory",38.47
4432,4957,36,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-09-16,Overnight,Impulse Item,17.97
4433,4958,33,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2023-09-25,Express,,0.0
4434,4958,33,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,2024-03-29,Express,Accessory,47.08
4435,4959,28,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-03-20,Express,"Impulse Item,Accessory,Impulse Item",58.55
4436,4960,67,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-02-28,Standard,,0.0
4437,4962,73,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-28,Standard,"Accessory,Impulse Item,Extended Warranty",54.51
4438,4963,41,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-05-19,Overnight,,0.0
4439,4963,41,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-07-16,Overnight,,0.0
4440,4963,41,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-08-02,Overnight,,0.0
4441,4964,51,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-07-21,Standard,"Impulse Item,Impulse Item",84.57
4442,4965,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-10-03,Standard,"Impulse Item,Accessory",83.7
4443,4966,54,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-03-01,Overnight,Impulse Item,43.85
4444,4967,44,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-01-28,Express,,0.0
4445,4967,44,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-03-07,Overnight,"Accessory,Extended Warranty,Impulse Item",86.4
4446,4968,53,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2023-09-25,Standard,,0.0
4447,4968,53,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-09-15,Standard,,0.0
4448,4970,39,Female,No,Smartphone,SKU1001,5,Abandoned cart,Credit Card,83.0,20.75,4,2024-09-07,Express,,0.0
4449,4971,69,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2023-11-12,Standard,,0.0
4450,4971,69,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-17,Overnight,"Accessory,Extended Warranty",32.93
4451,4972,34,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-03-05,Express,,0.0
4452,4972,34,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-07-08,Standard,"Impulse Item,Impulse Item",66.47
4453,4973,20,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-10-01,Express,Impulse Item,26.06
4454,4973,20,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-06-08,Express,Impulse Item,35.19
4455,4975,29,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-06-12,Express,"Extended Warranty,Extended Warranty",66.8
4456,4978,44,Female,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-12-10,Standard,Impulse Item,38.4
4457,4978,44,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-03-23,Express,Accessory,36.57
4458,4980,27,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2023-12-14,Express,Extended Warranty,38.87
4459,4981,61,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-04-20,Overnight,,0.0
4460,4983,67,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-09-10,Standard,,0.0
4461,4984,33,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-04-13,Standard,Accessory,36.4
4462,4986,26,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-07-23,Overnight,,0.0
4463,4987,72,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-01-12,Express,Impulse Item,47.17
4464,4988,60,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,2023-10-13,Standard,"Extended Warranty,Accessory,Extended Warranty",39.86
4465,4990,21,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2023-10-12,Express,"Extended Warranty,Extended Warranty,Impulse Item",115.84
4466,4990,21,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-12-25,Overnight,"Impulse Item,Impulse Item,Impulse Item",63.25
4467,4990,21,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-05-25,Express,,0.0
4468,4991,72,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-09-25,Express,"Extended Warranty,Accessory",37.87
